nodes_table_size,root_table_size,poids_table_size,db_size,nodes_count,root_count,poids_count,tree_build_time
111919104,3276800,54992896,287732527,544147,1065,271872,1.0087300000013784
112107520,3284992,55140352,288265007,545169,1067,272384,0.985854600003222
112287744,3293184,55353344,288830255,546191,1069,272896,1.0081203000008827
112459776,3293184,55525376,289321775,547213,1071,273408,1.1205554000043776
112640000,3301376,55721984,289887023,548235,1073,273920,0.9350549999944633
112803840,3309568,55910400,290411311,549257,1075,274432,1.0098202999943169
112975872,3309568,56082432,290943791,550279,1077,274944,0.9472139999998035
115253248,3317760,56238080,295629615,551301,1079,275456,0.885256900000968
115408896,3325952,56442880,296162095,552323,1081,275968,0.8603047999931732
115580928,3325952,56590336,296661807,553345,1083,276480,1.0866564000025392
115761152,3334144,56770560,297186095,554367,1085,276992,1.043481900007464
115924992,3342336,56975360,297743151,555389,1087,277504,0.8791211999923689
116097024,3342336,57147392,298251055,556411,1089,278016,0.90870209998684
116269056,3350528,57344000,298783535,557433,1091,278528,0.8824162999953842
116441088,3358720,57532416,299332399,558455,1093,279040,0.965908500002115
116621312,3358720,57712640,299848495,559477,1095,279552,0.9086587999918265
116801536,3366912,57933824,300446511,560499,1097,280064,0.9724862000002759
116973568,3383296,58097664,300954415,561521,1099,280576,0.9719794999982696
117137408,3383296,58122240,301306671,562543,1101,281088,0.8802008000056958
117325824,3391488,58122240,301691695,563565,1103,281600,0.8781841999880271
117497856,3399680,58122240,302019375,564587,1105,282112,1.7975812000076985
117678080,3399680,58122240,302396207,565609,1107,282624,1.0093386999942595
117874688,3407872,58122240,302748463,566631,1109,283136,0.8502825999894412
118046720,3416064,58122240,303084335,567653,1111,283648,0.939067300001625
118218752,3416064,58122240,303444783,568675,1113,284160,0.9795613000023877
118398976,3424256,58122240,303788847,569697,1115,284672,2.00930530000187
118562816,3432448,58122240,304149295,570719,1117,285184,0.9482071000093129
118734848,3440640,58122240,304485167,571741,1119,285696,0.8796257999929367
118906880,3448832,58122240,304821039,572763,1121,286208,0.9228954999998678
119078912,3457024,58122240,305181487,573785,1123,286720,0.9734877000009874
119250944,3457024,58122240,305517359,574807,1125,287232,0.8649276999931317
119422976,3473408,58122240,305885999,575829,1127,287744,0.8874050000013085
119586816,3481600,58122240,306213679,576851,1129,288256,1.2285303999960888
